# x        y     profile      z
-0.50000    -6.92820    -0.00000    0.00000
0.50000    -6.92820    -0.00000    0.00000
-2.00000    -6.06218    0.00000    0.00000
-1.00000    -6.06218    -0.00000    0.00000
-3.50000    -5.19615    0.00000    0.00000
-2.50000    -5.19615    0.00000    0.00000
1.00000    -6.06218    0.00000    0.00000
2.00000    -6.06218    -0.00000    0.00000
-0.50000    -5.19615    0.00000    0.00000
0.50000    -5.19615    0.00000    0.00000
-2.00000    -4.33013    -0.00000    0.00000
-1.00000    -4.33013    -0.00000    0.00000
2.50000    -5.19615    0.00000    0.00000
3.50000    -5.19615    0.00000    0.00000
1.00000    -4.33013    -0.00000    0.00000
2.00000    -4.33013    0.00000    0.00000
-0.50000    -3.46410    0.00000    0.00000
0.50000    -3.46410    -0.00000    0.00000
-5.00000    -4.33013    -0.00000    0.00000
-4.00000    -4.33013    -0.00000    0.00000
-6.50000    -3.46410    0.00000    0.00000
-5.50000    -3.46410    -0.00000    0.00000
-8.00000    -2.59808    0.00000    0.00000
-7.00000    -2.59808    0.00000    0.00000
-3.50000    -3.46410    0.00000    0.00000
-2.50000    -3.46410    -0.00000    0.00000
-5.00000    -2.59808    0.00000    0.00000
-4.00000    -2.59808    0.00000    0.00000
-6.50000    -1.73205    -0.00000    0.00000
-5.50000    -1.73205    -0.00000    0.00000
-2.00000    -2.59808    0.00000    0.00000
-1.00000    -2.59808    0.00000    0.00000
-3.50000    -1.73205    -0.00000    0.00000
-2.50000    -1.73205    0.00000    0.00000
-5.00000    -0.86603    0.00000    0.00000
-4.00000    -0.86603    -0.00000    0.00000
-9.50000    -1.73205    -0.00000    0.00000
-8.50000    -1.73205    -0.00000    0.00000
-11.00000    -0.86603    0.00000    0.00000
-10.00000    -0.86603    -0.00000    0.00000
-12.50000    0.00000    0.00000    0.00000
-11.50000    0.00000    0.00000    0.00000
-8.00000    -0.86603    0.00000    0.00000
-7.00000    -0.86603    -0.00000    0.00000
-9.50000    0.00000    0.00000    0.00000
-8.50000    0.00000    0.00000    0.00000
-11.00000    0.86603    -0.00000    0.00000
-10.00000    0.86603    -0.00000    0.00000
-6.50000    0.00000    0.00000    0.00000
-5.50000    0.00000    0.00000    0.00000
-8.00000    0.86603    -0.00000    0.00000
-7.00000    0.86603    0.00000    0.00000
-9.50000    1.73205    0.00000    0.00000
-8.50000    1.73205    -0.00000    0.00000
4.00000    -4.33013    -0.00000    0.00000
5.00000    -4.33013    -0.00000    0.00000
2.50000    -3.46410    0.00000    0.00000
3.50000    -3.46410    -0.00000    0.00000
1.00000    -2.59808    0.00000    0.00000
2.00000    -2.59808    0.00000    0.00000
5.50000    -3.46410    0.00000    0.00000
6.50000    -3.46410    -0.00000    0.00000
4.00000    -2.59808    0.00000    0.00000
5.00000    -2.59808    0.00000    0.00000
2.50000    -1.73205    -0.00000    0.00000
3.50000    -1.73205    -0.00000    0.00000
7.00000    -2.59808    0.00000    0.00000
8.00000    -2.59808    0.00000    0.00000
5.50000    -1.73205    -0.00000    0.00000
6.50000    -1.73205    0.00000    0.00000
4.00000    -0.86603    0.00000    0.00000
5.00000    -0.86603    -0.00000    0.00000
-0.50000    -1.73205    -0.00000    0.00000
0.50000    -1.73205    -0.00000    0.00000
-2.00000    -0.86603    0.00000    0.00000
-1.00000    -0.86603    -0.00000    0.00000
-3.50000    0.00000    0.00000    0.00000
-2.50000    0.00000    0.00000    0.00000
1.00000    -0.86603    0.00000    0.00000
2.00000    -0.86603    -0.00000    0.00000
